"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,,,,,,,,,,,,,,,,,
1,"What does a significance test for a population mean try to evaluate?","whether the sample mean equals the claim exactly","whether data this unusual could happen by chance alone","whether the population spread equals the sample spread","whether every value was measured without error",20,2,,,,,,,,,,,,,,,,,,
2,"Which statement is a proper null hypothesis for a population mean?","Ha: mu = claimed value","H0: x-bar = claimed value","H0: mu != claimed value","H0: mu = claimed value",20,4,,,,,,,,,,,,,,,,,,
3,"Why is the null hypothesis usually written with equality?","It sets the benchmark the data are tested against","It makes the sample mean easier to compute","It guarantees the graph will look normal","It forces the p-value to be small",20,1,,,,,,,,,,,,,,,,,,
4,"Which statement best describes the alternative hypothesis?","It repeats the sample statistics as facts","It names the graph used for condition checks","It states the claim supported by the data","It assumes chance can never explain results",20,3,,,,,,,,,,,,,,,,,,
5,"Which symbol should appear in hypotheses for a population mean?","sigma because spread matters in t procedures","x-bar because the sample provides evidence","p-hat because the question tests a claim","mu because the parameter is a mean",20,4,,,,,,,,,,,,,,,,,,
6,"Why must mu be defined in context?","It identifies the sample mean being reported","It identifies which population mean is being tested","It identifies the graph needed for the shape check","It identifies how large the p-value must be",20,2,,,,,,,,,,,,,,,,,,
7,"Which wording leads to a two-sided alternative?","is larger than the claimed value","is smaller than the claimed value","differs from the claimed value","is equal to the claimed value",20,3,,,,,,,,,,,,,,,,,,
8,"Which wording leads to Ha: mu > claimed value?","differs from the target value","is not equal to the target","is less than the target value","is greater than the target value",20,4,,,,,,,,,,,,,,,,,,
9,"Why should the alternative hypothesis be chosen before data collection?","It makes the sample size large enough","It removes the need for condition checks","It guarantees the null is believable","It keeps the test tied to the research question",20,4,,,,,,,,,,,,,,,,,,
10,"Which hypothesis pair is valid for testing one population mean?","H0: mu = value and Ha: mu != value","H0: x-bar = value and Ha: x-bar != value","H0: mu != value and Ha: mu = value","H0: mu > value and Ha: mu < value",20,1,,,,,,,,,,,,,,,,,,
11,"When the question asks whether a mean has changed which alternative fits?","mu = claimed value","mu != claimed value","mu >= claimed value","mu <= claimed value",20,2,,,,,,,,,,,,,,,,,,
12,"Which procedure matches testing one population mean from one sample?","one-sample z-test for a proportion","two-sample t-test for two means","one-sample t-test for a mean","chi-square test for a count",20,3,,,,,,,,,,,,,,,,,,
13,"Why is a one-sample t-test used instead of a proportion test?","Because the null uses an equal sign","Because the sample was chosen randomly","Because the variable is quantitative","Because the graph looks fairly symmetric",20,3,,,,,,,,,,,,,,,,,,
14,"What should come before carrying out a one-sample t-test?","Compute the p-value and write a claim","Compare the sample mean with the null","Draw a conclusion and justify it later","Identify the procedure and check conditions",20,4,,,,,,,,,,,,,,,,,,
15,"Which condition helps justify independence when sampling without replacement?","The sample is less than 10 percent of the population","The sample mean is close to the claim","The graph shows only one obvious mode","The sample deviation is fairly small",20,1,,,,,,,,,,,,,,,,,,
16,"Why does the 10 percent condition matter in this setting?","It helps prove the data are nearly normal","It helps justify treating observations as independent","It helps match the null value to the sample","It helps keep the significance level fixed",20,2,,,,,,,,,,,,,,,,,,
17,"If n is at least 30 what shape check is typically enough?","The sample must be perfectly symmetric","The sample mean must equal the median","The large sample size supports approximate normality","The large sample size proves no outliers exist",20,3,,,,,,,,,,,,,,,,,,
18,"If n is less than 30 what should you examine in the sample data?","Whether the null value seems realistic","Whether the graph shows skewness or outliers","Whether the sample mean exceeds the claim","Whether the standard deviation is near 1",20,2,,,,,,,,,,,,,,,,,,
19,"Why should you actually make a graph when the sample is small?","The graph determines the correct null value","The graph proves the sample was random","The graph gives evidence about the shape condition","The graph tells whether the test will reject",20,3,,,,,,,,,,,,,,,,,,
20,"Which graph result would make a one-sample t-test less appropriate for small n?","strong skewness or clear outliers","one center with moderate spread","values clustered near the median","bars with equal visual widths",20,1,,,,,,,,,,,,,,,,,,
21,"If data were not collected with a random sample or randomized experiment what is the main concern?","The t procedure may not be justified","The parameter mu cannot be defined","The null must switch to inequality","The sample mean no longer matters",20,1,,,,,,,,,,,,,,,,,,
22,"How are the conditions for a one-sample t-test related to a one-sample t-interval?","The test uses stricter shape requirements","The interval uses stricter sample requirements","The two methods use unrelated assumptions","The two methods use the same basic conditions",20,4,,,,,,,,,,,,,,,,,,
23,"Which statement is a common setup mistake in this topic?","Writing H0 with an equal sign","Defining mu as a population mean","Choosing Ha from the research goal","Writing hypotheses with x-bar instead of mu",20,4,,,,,,,,,,,,,,,,,,
24,"Which statement best distinguishes a significance test from a confidence interval?","A test estimates a parameter with a range of values","A test evaluates a claim while an interval estimates a parameter","A test is for means while an interval is for proportions","A test needs randomization while an interval does not",20,2,,,,,,,,,,,,,,,,,,
25,"In this topic what does convincing evidence from the data try to support?","the null hypothesis as a working model","the alternative hypothesis as the research claim","the sample mean as the true parameter","the graph shape as perfectly normal",20,2,,,,,,,,,,,,,,,,,,
26,"Which alternative is one-sided?","mu != claimed value","mu = claimed value","mu > claimed value","mu does not change",20,3,,,,,,,,,,,,,,,,,,
27,"Why is H0 often described as no difference or no change?","It states the benchmark before evidence is weighed","It describes the graph expected from the sample","It guarantees the sample represents the population","It forces the parameter to equal x-bar",20,1,,,,,,,,,,,,,,,,,,
28,"Which statement about setup order is correct?","State hypotheses before judging the data evidence","Check the p-value before defining the parameter","Choose the graph after selecting the conclusion","Decide the alternative after seeing the sample",20,1,,,,,,,,,,,,,,,,,,
