"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,,,,,,,,,,,,,,,,,
1,"What makes the least squares regression line the best linear fit?","it has the smallest sum of squared residuals","it has the largest sum of squared residuals","it passes through the most observed points","it makes the correlation equal to one",20,1,,,,,,,,,,,,,,,,,,
2,"Why is the plain sum of residuals not enough to judge fit?","large residuals are ignored by the model","positive and negative residuals can cancel","residuals cannot be compared across points","explanatory values are removed from use",20,2,,,,,,,,,,,,,,,,,,
3,"What does squaring residuals mainly accomplish?","it keeps each residual in original units","it turns each residual into a prediction","it removes sign so errors do not cancel","it guarantees a perfect line through data",20,3,,,,,,,,,,,,,,,,,,
4,"Which point must lie on every least squares regression line?","the point with the largest x and y","the point with the smallest x and y","the point with the median x and y","the point with the mean x and y",20,4,,,,,,,,,,,,,,,,,,
5,"Which quantities are needed to compute slope from b = r*(s_y/s_x)?","correlation and both standard deviations","correlation and both sample mean values","intercept and both standard deviations","intercept and both sample mean values",20,1,,,,,,,,,,,,,,,,,,
6,"In context what does the slope of a regression line tell you?","the actual change in y for one case","the predicted change in y for one x unit","the predicted value of y at x equals zero","the strength of the linear pattern alone",20,2,,,,,,,,,,,,,,,,,,
7,"If a regression slope is positive then as x increases the predicted y tends to","stay at the same average level","drop by the intercept amount","rise on average across the model","match the mean of the response",20,3,,,,,,,,,,,,,,,,,,
8,"What does the y-intercept of a regression line represent?","the mean y value of the sample","the strength of the linear pattern","the slope when the response is zero","the predicted y value when x is zero",20,4,,,,,,,,,,,,,,,,,,
9,"When is a y-intercept most meaningful in context?","when x = 0 is realistic in the setting","when the slope is close to zero in value","when the sample size is large enough","when the response values are all positive",20,1,,,,,,,,,,,,,,,,,,
10,"In computer output where do you find the slope of the model?","in the row for the response variable","in the coefficient of the x variable","in the constant listed above the table","in the r-squared value by itself",20,2,,,,,,,,,,,,,,,,,,
11,"In computer output where do you find the y-intercept of the model?","in the row for the response variable","in the largest standard deviation shown","in the constant term of the table","in the r-squared value by itself",20,3,,,,,,,,,,,,,,,,,,
12,"What does r-squared measure in simple linear regression?","the exact change in y for one x unit","the sign of the association in context","the percent of residuals equal to zero","the proportion of y variation explained by x",20,4,,,,,,,,,,,,,,,,,,
13,"An r-squared value close to 1 suggests that","the linear model explains much of y variation","the intercept must be meaningful in context","the slope must be negative for the model","the residuals will all equal zero exactly",20,1,,,,,,,,,,,,,,,,,,
14,"How is r-squared related to correlation r in simple linear regression?","r-squared is always twice r","r-squared is the square of r","r-squared is the inverse of r","r-squared is the slope times r",20,2,,,,,,,,,,,,,,,,,,
15,"Why is a mean-only model useful when discussing r-squared?","it makes the slope equal the correlation","it removes the need to examine residuals","it gives a baseline that does not use x","it forces the intercept to equal the mean",20,3,,,,,,,,,,,,,,,,,,
16,"If two lines have the same sum of residuals then the better line is the one with","the larger intercept in the equation","the stronger units shown on the x-axis","the greater number of observed points","the smaller sum of squared residuals",20,4,,,,,,,,,,,,,,,,,,
17,"Which statement is a common mistake about slope?","it gives actual change for every single case","it gives predicted change for one x unit","it gives average change for one x unit","it gives modeled change in y from x",20,1,,,,,,,,,,,,,,,,,,
18,"Which statement is a common mistake about the y-intercept?","it gives a predicted y when x is zero","it is meaningful even if x = 0 makes no sense","it appears as a constant in the equation","it helps define the fitted regression line",20,2,,,,,,,,,,,,,,,,,,
19,"Why can an impossible y-intercept still appear in a useful model?","the mean point must have x equal zero","the response variable must stay positive","the line is chosen to fit the overall pattern","the model is required to cross the origin",20,3,,,,,,,,,,,,,,,,,,
20,"What does a = y-bar - b x-bar tell you about the intercept?","it depends only on the sign of correlation","it depends only on the spread of x values","it depends only on the largest y value","it depends on slope and the mean point",20,4,,,,,,,,,,,,,,,,,,
21,"If the x variable is measured in new units then the slope will","change because slope depends on x units","stay the same because correlation stays","become equal to the y-intercept value","lose its connection to predicted change",20,1,,,,,,,,,,,,,,,,,,
22,"In the equation y-hat = a + bx what does b represent?","the predicted y when x equals zero","the predicted change in y for one x unit","the proportion of variation explained","the average response across all cases",20,2,,,,,,,,,,,,,,,,,,
23,"Why is r-squared called explained variation?","it counts points that land above the line","it tells how often residuals are negative","it shows how much y variation is accounted for","it gives the exact percent of correct predictions",20,3,,,,,,,,,,,,,,,,,,
24,"What should you check before giving a context meaning to the y-intercept?","whether y has the larger standard deviation","whether r-squared is close to one","whether the slope came from software","whether x = 0 makes sense in context",20,4,,,,,,,,,,,,,,,,,,
25,"How do residuals differ from squared residuals?","residuals show direction while squares remove sign","residuals use averages while squares use medians","residuals describe x while squares describe y","residuals fit lines while squares fit curves",20,1,,,,,,,,,,,,,,,,,,
26,"Because the line passes through the mean point what is the predicted y at x-bar?","the smallest observed response","the mean of the response values","the median of the response values","the largest observed response",20,2,,,,,,,,,,,,,,,,,,
27,"Which statement about r-squared is always true?","it can be any negative number","it always matches the slope value","it must be between 0 and 1","it always equals the y-intercept",20,3,,,,,,,,,,,,,,,,,,
28,"Which statement best separates correlation from r-squared?","correlation gives direction and strength","correlation gives units and r-squared gives counts","correlation gives prediction and r-squared gives fit","correlation gives direction and r-squared gives proportion",20,4,,,,,,,,,,,,,,,,,,
