"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,,,,,,,,,,,,,,,,,
1,"What makes a group the population in a study?","It includes all subjects of interest","It includes only measured subjects","It includes only available subjects","It includes only selected subjects",20,1,,,,,,,,,,,,,,,,,,
2,"Why do statisticians often study a sample instead of a population?","A sample guarantees a causal claim","A sample avoids defining the group","A sample may be easier to observe","A sample removes the need for care",20,3,,,,,,,,,,,,,,,,,,
3,"How does a sample relate to a population?","It is a different group entirely","It is a subset of that group","It is a treatment for that group","It is a cause for that group",20,2,,,,,,,,,,,,,,,,,,
4,"Which feature makes a study observational?","Investigators assign different treatments","Investigators observe without assignment","Investigators replace one sample group","Investigators rotate through conditions",20,2,,,,,,,,,,,,,,,,,,
5,"Which feature makes a study an experiment?","It uses a sample from a population","It describes a group with a graph","It imposes treatments on subjects","It records results from past cases",20,3,,,,,,,,,,,,,,,,,,
6,"Why can an observational study not prove cause and effect?","It usually compares too few subjects","It usually studies one time period","It usually focuses on one response","It does not impose treatments on subjects",20,4,,,,,,,,,,,,,,,,,,
7,"A sample survey is best described as","an observational study using a sample","an experiment using two conditions","a population count using all cases","a calculation using summary values",20,1,,,,,,,,,,,,,,,,,,
8,"Why must a sample be representative before generalizing?","So the graph uses balanced scales","So the answers use exact wording","So the sample includes every case","So the claim matches the population",20,4,,,,,,,,,,,,,,,,,,
9,"A sample was chosen from one school district. Which conclusion is appropriate?","Results apply to all students statewide","Results apply to all students nationally","Results apply to students in that district","Results apply to any similar age group",20,3,,,,,,,,,,,,,,,,,,
10,"Which is a common error when generalizing from a sample?","Describing the sample before the claim","Using a sample from one group for another","Noting the population in the question","Comparing two variables in the data",20,2,,,,,,,,,,,,,,,,,,
11,"What should be checked first before extending sample results?","Whether the sample had many variables","Whether the sample had sorted values","Whether the sample was representative","Whether the sample had repeated cases",20,3,,,,,,,,,,,,,,,,,,
12,"What makes a retrospective observational study different?","It assigns treatments after data collection","It studies past or existing data","It follows subjects into the future","It uses every case in the population",20,2,,,,,,,,,,,,,,,,,,
13,"What makes a prospective observational study different?","It uses only summary statistics","It studies only one treatment group","It follows subjects into the future","It changes subjects during the study",20,3,,,,,,,,,,,,,,,,,,
14,"Researchers assign one of two conditions to subjects. What type of study is this?","a sample survey","a retrospective study","a prospective study","an experiment",20,4,,,,,,,,,,,,,,,,,,
15,"Researchers only record answers from a selected group. What type of study is this?","an experiment","an observational study","a treatment trial","a population census",20,2,,,,,,,,,,,,,,,,,,
16,"Why is a nonrandom sample a problem for generalization?","It may fail to represent the population","It may require more than one variable","It may prevent any graph from working","It may change the meaning of average",20,1,,,,,,,,,,,,,,,,,,
17,"If the sample is representative then an observational study can support the conclusion that","one variable definitely causes the other","the variables are related in the population","the study assigned different treatments","the population was randomly assigned",20,2,,,,,,,,,,,,,,,,,,
18,"Which pair of checks matters most before generalizing?","representative and from that population","large and spread across categories","organized and easy to summarize","balanced and free of outliers",20,1,,,,,,,,,,,,,,,,,,
19,"Why does the population need to be defined clearly?","It shows how the axes should be scaled","It shows when the graph should be drawn","It shows where the answers are stored","It shows who the conclusion is about",20,4,,,,,,,,,,,,,,,,,,
20,"A study uses results from one kind of bean. Why is it risky to generalize to another kind?","The second kind may use a larger sample","The second kind may need another graph","The second kind may have fewer values","The second kind was not the sampled population",20,4,,,,,,,,,,,,,,,,,,
21,"What is the main difference between a sample and a population?","A sample is random and a population is fixed","A sample is assigned and a population is observed","A sample is part and a population is the whole","A sample is future and a population is past",20,3,,,,,,,,,,,,,,,,,,
22,"Which action turns an observational study into an experiment?","Imposing a treatment on subjects","Collecting data from a sample","Comparing variables in a table","Stating a claim about a group",20,1,,,,,,,,,,,,,,,,,,
23,"Why is a large sample not enough by itself for generalization?","A large sample may still be unrepresentative","A large sample may prevent all patterns","A large sample may remove the population","A large sample may create new variables",20,1,,,,,,,,,,,,,,,,,,
24,"Which statement about representative samples is correct?","They always include every member","They always produce causal proof","They can replace any experiment","They can support population generalization",20,4,,,,,,,,,,,,,,,,,,
25,"Which study follows a sample over time without assigning treatment?","a retrospective observational study","an experiment with two treatments","a prospective observational study","a census of the whole population",20,3,,,,,,,,,,,,,,,,,,
26,"Which question best checks whether a conclusion goes too far?","Was the sample taken from that population?","Was the table arranged from low to high?","Was the graph drawn with matching bars?","Was the median written with units?",20,1,,,,,,,,,,,,,,,,,,
27,"Why are experiments better suited than observational studies for causal questions?","Experiments define larger populations","Experiments impose different conditions","Experiments use only future data","Experiments avoid all sampling limits",20,2,,,,,,,,,,,,,,,,,,
28,"Which statement correctly matches study type and feature?","Observational study; treatments are assigned","Experiment; data come only from the past","Sample survey; all population members respond","Prospective study; subjects are followed forward",20,4,,,,,,,,,,,,,,,,,,
