"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,,,,,,,,,,,,,,,,,
1,The formula for expected value (mean) is...,μ = Σ x·P(x),μ = Σ x / n,μ = Σ P(x),μ = x · n,20,1,,,,,,,,,,,,,,,,,,
2,Expected value is also called the...,Mean of the distribution,Median of the distribution,Mode of the distribution,Range of the distribution,20,1,,,,,,,,,,,,,,,,,,
3,What symbol represents the mean of random variable X?,μ_X,σ_X,P(X),X̄,20,1,,,,,,,,,,,,,,,,,,
4,To find expected value you multiply each value by its...,Probability,Frequency,Square,Square root,20,1,,,,,,,,,,,,,,,,,,
5,If X=1 with P=0.5 and X=2 with P=0.5 then μ=?,1.5,1,2,3,30,1,,,,,,,,,,,,,,,,,,
6,If X=0 with P=0.25 and X=4 with P=0.75 then μ=?,3,1,2,4,30,1,,,,,,,,,,,,,,,,,,
7,Expected value is a weighted average weighted by...,Probabilities,Frequencies,Sample sizes,Standard deviations,20,1,,,,,,,,,,,,,,,,,,
9,The expected value represents the _______ average over many trials.,Long-run,Short-term,Maximum,Minimum,20,1,,,,,,,,,,,,,,,,,,
10,If X=5 with P=0.4 and X=10 with P=0.6 then E(X)=?,8,7.5,6,15,30,1,,,,,,,,,,,,,,,,,,
11,What symbol represents standard deviation of X?,σ_X,μ_X,P(X),Var(X),20,1,,,,,,,,,,,,,,,,,,
12,Variance is the _______ of standard deviation.,Square,Square root,Half,Double,20,1,,,,,,,,,,,,,,,,,,
13,Standard deviation measures...,Typical distance from the mean,The center of the distribution,The probability of each value,The number of outcomes,20,1,,,,,,,,,,,,,,,,,,
14,The formula for variance involves...,Squared deviations times probabilities,Values divided by n,Sum of all values,Product of probabilities,20,1,,,,,,,,,,,,,,,,,,
15,If variance σ² = 16 then standard deviation σ = ?,4,8,256,2,20,1,,,,,,,,,,,,,,,,,,
16,A larger standard deviation means values are...,More spread out from the mean,Closer to the mean,More likely,Less likely,20,1,,,,,,,,,,,,,,,,,,
17,Standard deviation can never be...,Negative,Zero,Large,Equal to the mean,20,1,,,,,,,,,,,,,,,,,,
18,To get standard deviation from variance you take the...,Square root,Square,Logarithm,Reciprocal,20,1,,,,,,,,,,,,,,,,,,
19,Which measure is in the same units as the random variable?,Standard deviation,Variance,Probability,z-score,20,1,,,,,,,,,,,,,,,,,,
20,If σ = 3 then σ² = ?,9,6,1.73,3,20,1,,,,,,,,,,,,,,,,,,
21,A parameter is a _______ value describing a population.,Single fixed,Variable,Sample,Random,20,1,,,,,,,,,,,,,,,,,,
22,μ and σ are examples of...,Parameters,Statistics,Variables,Samples,20,1,,,,,,,,,,,,,,,,,,
23,The correct interpretation of expected value includes...,Long run average and context,Just a number,The most common value,The maximum value,20,1,,,,,,,,,,,,,,,,,,
24,"If μ = 2.3 children, a correct interpretation is...",On average families have about 2.3 children in the long run,Every family has 2.3 children,Most families have 2.3 children,2.3 is the most common number,20,1,,,,,,,,,,,,,,,,,,
25,Standard deviation interpretation should include...,Typical variation from mean with units,Just the number,The probability value,The sample size,20,1,,,,,,,,,,,,,,,,,,
26,"If μ = $45 for daily spending, this means...",The long-run average daily spending is about $45,Everyone spends exactly $45,The maximum spending is $45,$45 is most common,20,1,,,,,,,,,,,,,,,,,,
27,"If σ = 12 points for test scores, this means...",Scores typically vary from the mean by about 12 points,All scores are 12 points apart,The range is 12 points,12 is the lowest score,20,1,,,,,,,,,,,,,,,,,,
28,Expected value is the balance point of the...,Probability distribution,Sample of observed data,Five-number summary,Cumulative frequency table,20,1,,,,,,,,,,,,,,,,,,
29,"X takes values 0, 1, 2 with probabilities 0.2, 0.5, 0.3. Find μ_X.",1.1,1.0,1.5,0.5,30,1,,,,,,,,,,,,,,,,,,
30,Parameters describe _______ while statistics describe ________.,Populations and samples,Samples and populations,Means and medians,Variance and standard deviation,20,1,,,,,,,,,,,,,,,,,,
31,A game costs $5 to play. With probability 0.2 you win a $20 prize (the $5 fee is not returned). What is your expected profit?,−$1,$4,$15,$3,30,1,,,,,,,,,,,,,,,,,,
32,"Insurance company pays $10,000 with probability 0.01. Expected payout per policy is...",$100,"$10,000","$1,000",$10,30,1,,,,,,,,,,,,,,,,,,
33,If expected value is negative for a game then on average you will...,Lose money,Win money,Break even,Always lose,20,1,,,,,,,,,,,,,,,,,,
34,A raffle ticket costs $2. First prize is $500 with probability 0.001. What is the expected PROFIT (net gain) from buying one ticket?,−$1.50,$0.50,$498,−$0.50,30,1,,,,,,,,,,,,,,,,,,
35,μ_X = 2.66 pups per litter. Why is a decimal mean acceptable?,"It is a long-run average, not one litter's count",Litters can have 0.66 of a pup,It is the most likely litter size,Every litter has exactly 2.66 pups,20,1,,,,,,,,,,,,,,,,,,
