"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
"Question #","Question Text","Answer 1","Answer 2","Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,,,,,,,,,,,,,,,,,
1,"Each dot on a simulated sampling distribution of x-bar represents:","The mean of one random sample","A single observation from the population","The population mean","The standard deviation of one sample",25,1,,,,,,,,,,,,,,,,,,
2,"The sampling distribution of x-bar describes:","How x-bar varies across all possible samples of a given size","How individual values vary within a single sample","How the population mean changes over time","How the sample size affects the shape of the population",25,1,,,,,,,,,,,,,,,,,,
3,"The mean of the sampling distribution of x-bar equals:","The population mean","The sample mean","The sample size divided by the population size","The population standard deviation divided by the square root of n",25,1,,,,,,,,,,,,,,,,,,
4,"Because the mean of the sampling distribution equals the population mean we say x-bar is:","An unbiased estimator of mu","A resistant estimator of mu","A precise estimator with no variability","A biased estimator that adjusts for sample size",25,1,,,,,,,,,,,,,,,,,,
5,"The standard deviation of the sampling distribution of x-bar equals:","Sigma divided by the square root of n","Sigma multiplied by the square root of n","Sigma divided by n","The square root of sigma divided by n",25,1,,,,,,,,,,,,,,,,,,
6,"If the population SD is 12 and the sample size is 36 the standard deviation of x-bar is:","2","4","0.33","6",25,1,,,,,,,,,,,,,,,,,,
7,"The SD of the sampling distribution is SMALLER than the population SD. This makes sense because:","Averaging values reduces variability since extreme values tend to cancel out","The formula divides by n which always makes numbers smaller","Sample statistics are always less variable than population parameters by definition","The population SD includes measurement error but the sample SD does not",25,1,,,,,,,,,,,,,,,,,,
8,"The 10 percent condition requires that:","The sample size is less than 10% of the population size","The sample mean is within 10% of the population mean","At least 10% of the population is included in the sample","The standard deviation is less than 10% of the mean",25,1,,,,,,,,,,,,,,,,,,
9,"The 10 percent condition is needed for:","The standard deviation formula to be valid","The sampling distribution to be approximately normal","The sample mean to be an unbiased estimator of mu","The Central Limit Theorem to apply to skewed populations",25,1,,,,,,,,,,,,,,,,,,
10,"A population is approximately normal. The sampling distribution of x-bar from samples of size 5 is:","Approximately normal","Not normal because the sample size is less than 30","Skewed in the same direction as the population","Unknown without seeing the actual sample data",25,1,,,,,,,,,,,,,,,,,,
11,"A population is strongly right-skewed. For the sampling distribution of x-bar to be approximately normal:","The sample size should be at least 30","The population must first be transformed to be symmetric","The sample size must be less than 10 percent of the population","The population standard deviation must be known exactly",25,1,,,,,,,,,,,,,,,,,,
