"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,,,,,,,,,,,,,,,,,
1,"What does H0: beta = 0 mean in a test about slope?","The population variables have a curved relationship","The population variables have no linear relationship","The sample variables have a perfect relationship","The sample variables have equal residual spread",20,2,,,,,,,,,,,,,,,,,,
2,"Why should beta be defined in context when stating hypotheses?","It shows which sample points were far from the line","It shows why the residual plot looks random overall","It shows whether the test should use one side only","It shows what slope links in the variables and units",20,4,,,,,,,,,,,,,,,,,,
3,"Why is it wrong to write hypotheses using b instead of beta?","b is a sample statistic and not the population parameter","b is the value used only in the 10% condition check","b is the value that forces residuals to be normal","b is the value that proves the relationship is linear",20,1,,,,,,,,,,,,,,,,,,
4,"When is Ha: beta > 0 the right alternative?","When the sample slope turns out above zero","When the question asks about any linear trend","When the question asks about a positive trend","When the question asks about a negative trend",20,3,,,,,,,,,,,,,,,,,,
5,"Which alternative fits a question asking whether any linear relationship exists?","Ha: beta != 0 because either direction could matter","Ha: beta > 0 because either direction could matter","Ha: beta < 0 because either direction could matter","Ha: beta = 0 because either direction could matter",20,1,,,,,,,,,,,,,,,,,,
6,"Why must the alternative be chosen before data collection?","So the scatterplot will not change shape later on","So the residuals will not change size later on","So the sample will not change direction later on","So the claim is not picked to match the sample later",20,4,,,,,,,,,,,,,,,,,,
7,"Which procedure is used to test a claim about the slope beta?","a z test for a population proportion","a t test for the slope parameter","a t interval for a population mean","a chi square test for two variables",20,2,,,,,,,,,,,,,,,,,,
8,"What should a residual plot show to support a linear model?","a curved bend around the zero line","a steady rise across the zero line","a random scatter around the zero line","a split cluster above the zero line",20,3,,,,,,,,,,,,,,,,,,
9,"Which evidence best supports the equal spread condition?","Residuals have similar vertical scatter across x values","Residuals form a strong curved shape across x values","Residuals stay positive for most x values in the graph","Residuals cross zero at evenly spaced x values",20,1,,,,,,,,,,,,,,,,,,
10,"Why do similar sized residuals across x matter?","They suggest the sample slope is close to zero","They suggest the explanatory values were random","They suggest the relationship must be perfectly linear","They suggest the y spread stays about constant",20,4,,,,,,,,,,,,,,,,,,
11,"What does the normality condition describe in this setting?","The x values are roughly symmetric in the sample","The y values are roughly normal for each x value","The line of best fit has no unusual residuals","The sampling method uses equal sized groups",20,2,,,,,,,,,,,,,,,,,,
12,"Which display is most useful for checking the normality condition?","a scatterplot of the paired data values","a boxplot of the explanatory variable","a dotplot of the regression residuals","a bar chart of the predicted responses",20,3,,,,,,,,,,,,,,,,,,
13,"Which design feature is part of the independence check for slope inference?","Data come from a random sample or experiment","Data come from a nearly symmetric residual shape","Data come from a strong positive association","Data come from a narrow range of x values",20,1,,,,,,,,,,,,,,,,,,
14,"Why check the 10% condition when sampling without replacement?","To justify treating beta as exactly zero","To justify treating observations as independent","To justify treating residuals as perfectly normal","To justify treating x values as evenly spaced",20,2,,,,,,,,,,,,,,,,,,
15,"Which statement is a correct null hypothesis for no linear relationship?","H0 uses b = 0 for the sample slope parameter","H0 uses beta > 0 for the population slope","H0 uses beta != 0 for the population slope","H0 uses beta = 0 for the population slope",20,4,,,,,,,,,,,,,,,,,,
16,"Which statement best describes a one sided alternative?","It uses beta = 0 to test no direction at all","It uses beta != 0 to test either direction","It uses beta > 0 or beta < 0 for one direction","It uses b > 0 or b < 0 for the sample direction",20,3,,,,,,,,,,,,,,,,,,
17,"Which situation calls for a two sided test about slope?","The question asks whether the trend is positive","The question asks whether any linear trend exists","The question asks whether the trend is negative","The question asks whether the sample slope is large",20,2,,,,,,,,,,,,,,,,,,
18,"What is a common error when setting up a test about slope?","Choosing Ha after seeing the sample data","Defining beta with the variables and units","Using beta for the population parameter","Matching Ha to the research question",20,1,,,,,,,,,,,,,,,,,,
19,"Why is beta = 0 tied to no linear relationship?","A zero slope makes all residuals match each other","A zero slope makes the sample size large enough","A zero slope makes the correlation undefined","A zero slope makes the population line horizontal",20,4,,,,,,,,,,,,,,,,,,
20,"Which evidence best supports the linearity condition?","Residuals show one very high outlier from zero","Residuals stay mostly above the zero line","Residuals form a random cloud around zero","Residuals split into two separate clusters",20,3,,,,,,,,,,,,,,,,,,
21,"If spread grows wider as x increases then what concern arises?","The independence condition may have failed","The equal spread condition may have failed","The null hypothesis must change direction","The explanatory values are not random",20,2,,,,,,,,,,,,,,,,,,
22,"Why is a sample slope not enough by itself to prove a population claim?","A sample slope can change from one sample to another","A sample slope fixes the value of beta forever","A sample slope guarantees all conditions were met","A sample slope removes the need for a t test",20,1,,,,,,,,,,,,,,,,,,
23,"Which pair must both be checked for independence in a random sample?","a linear form and a positive slope","normal residuals and a curved fit","equal spread and a symmetric histogram","a random sample and the 10% condition",20,4,,,,,,,,,,,,,,,,,,
24,"What does a t test for slope try to decide?","Whether the sample line fits each point exactly","Whether the explanatory values were evenly spaced","Whether the population slope differs from the null","Whether the response values are all perfectly normal",20,3,,,,,,,,,,,,,,,,,,
25,"Which condition is checked the same way for a t interval and a t test about slope?","the slope must be an integer value","the regression conditions must be met","the sample correlation must be positive","the population mean must be known",20,2,,,,,,,,,,,,,,,,,,
26,"Why do residual plots matter before making inference about slope?","They show whether model conditions look reasonable","They show whether beta is exactly equal to zero","They show whether x values were measured well","They show whether the sample mean is unbiased",20,1,,,,,,,,,,,,,,,,,,
27,"If researchers predict a negative linear relationship then what alternative fits?","Ha: beta > 0 because a positive slope is expected","Ha: beta = 0 because no slope is being tested","Ha: beta != 0 because direction does not matter","Ha: beta < 0 because a negative slope is expected",20,4,,,,,,,,,,,,,,,,,,
28,"Which statement best distinguishes null and alternative hypotheses here?","The null uses an inequality and the alternative uses equality","The null uses a sample statistic and the alternative uses beta","The null states the benchmark and the alternative states the claim","The null states normality and the alternative states randomness",20,3,,,,,,,,,,,,,,,,,,
