"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,,,,,,,,,,,,,,,,,
1,"Which best identifies a categorical variable?","it records a label for each case","it records a measurement for each case","it records a total for the full sample","it records an average for the sample",20,1,,,,,,,,,,,,,,,,,,
2,"What does a frequency table show?","the percent in each category","the order in which cases appeared","the average within each category","the count in each category",20,4,,,,,,,,,,,,,,,,,,
3,"What does a relative frequency table show?","the count in each category","the share in each category","the spread within each category","the order of cases by category",20,2,,,,,,,,,,,,,,,,,,
4,"Why divide by the total number of cases?","to turn each label into a code","to turn each percent into a count","to turn each count into a share","to turn each case into a graph",20,3,,,,,,,,,,,,,,,,,,
5,"What must be true about counts in a frequency table?","they add to the sample total","they all must be below one hundred","they all must use the same units","they all must be written as percents",20,1,,,,,,,,,,,,,,,,,,
6,"What must be true about relative frequencies?","they add to the sample total","they all must be whole numbers","they count cases in each category","they add to 1 or to 100%",20,4,,,,,,,,,,,,,,,,,,
7,"Why use relative frequencies to describe a distribution?","they list the raw order of responses","they show each category's part of the whole","they prove which response caused the result","they remove the need to know the categories",20,2,,,,,,,,,,,,,,,,,,
8,"If one category has the largest count what can you conclude?","it forms a majority of the sample","it equals half of the total cases","it is the most common category","it is the only category that matters",20,3,,,,,,,,,,,,,,,,,,
9,"What does majority mean in this setting?","at least half of all cases","the largest count in the table","more than one other category","a category near the middle",20,1,,,,,,,,,,,,,,,,,,
10,"If a claim says either A or B what should you do?","compare only the larger category","ignore the less common category","subtract one category from the other","combine the two relevant categories",20,4,,,,,,,,,,,,,,,,,,
11,"Which claim is best read from a relative frequency table?","which label appeared first","which category is about one third","which case responded last","which label has the longest name",20,2,,,,,,,,,,,,,,,,,,
12,"Which is a common error when reading a table?","adding categories to test a claim","using the table total in a percent","mixing up count and percent claims","checking both counts and percents",20,3,,,,,,,,,,,,,,,,,,
13,"Why are category labels not averaged?","labels do not measure an amount","labels do not come from a sample","labels do not belong in a table","labels do not need clear names",20,1,,,,,,,,,,,,,,,,,,
14,"When making a frequency table from raw data what comes first?","convert the counts to percents","rank the categories by size","estimate the largest category","count cases in each category",20,4,,,,,,,,,,,,,,,,,,
15,"How are frequency and relative frequency tables connected?","they summarize different variables","they describe the same distribution","they require different raw data","they must list new categories",20,2,,,,,,,,,,,,,,,,,,
16,"Which statement uses a count rather than a relative frequency?","it makes up about half the sample","it accounts for 25% of the sample","it includes 25 cases in the sample","it represents 0.25 of the sample",20,3,,,,,,,,,,,,,,,,,,
17,"Why can two tables from the same data look different?","one can use counts and one can use percents","one can use labels and one can use causes","one can use medians and one can use ranges","one can use samples and one can use cases",20,1,,,,,,,,,,,,,,,,,,
18,"Which claim is not justified by one categorical table alone?","one category is more common","two categories together are half","one category is less common","one category caused another result",20,4,,,,,,,,,,,,,,,,,,
19,"If a claim uses the word percent what should you compare it to?","the raw order of responses","the relative frequencies in the table","the first label in the table","the number of categories shown",20,2,,,,,,,,,,,,,,,,,,
20,"Why can percent be clearer than count?","percent hides the total cases better","percent changes labels into numbers","percent shows part of the whole","percent removes the need to compare",20,3,,,,,,,,,,,,,,,,,,
21,"Who are the individuals in a categorical data set?","the people or cases observed","the categories in the summary","the percents written in the table","the labels used for the variable",20,1,,,,,,,,,,,,,,,,,,
22,"Which question can a frequency table answer directly?","what share chose one category","what percent chose one category","what fraction chose one category","how many chose one category",20,4,,,,,,,,,,,,,,,,,,
23,"Which question can a relative frequency table answer directly?","how many total cases were surveyed","what percent chose one category","what response appeared first","how cases were listed in order",20,2,,,,,,,,,,,,,,,,,,
24,"Why are tables useful for categorical data?","they turn labels into formulas","they remove the need for context","they organize categories into summaries","they prove every claim automatically",20,3,,,,,,,,,,,,,,,,,,
25,"Which comparison would be a reversal error?","claiming B is triple A when A is triple B","claiming A is larger when A has more cases","claiming A and B can be combined for one claim","claiming A and B belong in the same table",20,1,,,,,,,,,,,,,,,,,,
26,"What should the categories in one table represent?","ordered scores from low to high","average levels of one measure","repeated counts from the same case","nonoverlapping response options",20,4,,,,,,,,,,,,,,,,,,
27,"If a claim says exactly half chose A or B what evidence fits best?","the two labels appear beside each other","the two categories together make half","the two categories have equal counts","the two categories are both popular",20,2,,,,,,,,,,,,,,,,,,
28,"What is wrong if a student calls a category popular because it is second to last?","the student ignored the sample total","the student counted some cases twice","the student confused order with frequency","the student used a percent instead of a count",20,3,,,,,,,,,,,,,,,,,,
29,"Why should each case be counted once in a table?","each case gives one response value","each label needs one total value","each category needs one average","each percent needs one decimal",20,1,,,,,,,,,,,,,,,,,,
30,"What is an advantage of a table over raw categorical data?","it changes labels into new variables","it avoids the need for a random sample","it replaces judgment about the context","it groups cases by category clearly",20,4,,,,,,,,,,,,,,,,,,
