"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,,,,,,,,,,,,,,,,,
1,"Which inference method is appropriate for estimating a difference between two population proportions?","A one-sample z-interval for a single population proportion.","A two-sample z-interval for a difference in population proportions.","A one-sample t-interval for a single population mean.","A matched-pairs t-interval for a mean difference.",20,2,,,,,,,,,,,,,,,,,,
2,"Why is a one-sample proportion interval not appropriate when comparing two groups?","Because the sample sizes from the two groups are usually not identical.","Because the confidence level for two groups must be chosen differently.","Because proportions from two groups can only be studied with experiments.","Because the parameter being estimated is a difference between two proportions.",20,4,,,,,,,,,,,,,,,,,,
3,"Which design can justify a two-sample z-interval for a difference in proportions?","Either two independent random samples or random assignment to two groups.","Either one random sample or a matched-pairs experiment with one group.","Either one census or random assignment without a comparison group.","Either two convenience samples or a survey with voluntary response.",20,1,,,,,,,,,,,,,,,,,,
4,"Before calculating the interval, what should be checked first?","Whether both samples have identical sizes and identical proportions.","Whether the response variable is quantitative and roughly symmetric.","Whether independence and approximate normality conditions are satisfied.","Whether the confidence level matches the sample size exactly.",20,3,,,,,,,,,,,,,,,,,,
5,"For two independent samples, what does the independence condition require?","Data come from one random sample that is divided after collection.","Data come from two random samples, one from each population.","Data come from two paired samples with matched observations in each.","Data come from one convenience sample observed under two labels.",20,2,,,,,,,,,,,,,,,,,,
6,"In a randomized experiment, what replaces the need for two random samples?","Random assignment of subjects to two treatment groups.","Random sampling of subjects from both treatment populations.","Random removal of subjects until both groups are the same size.","Random measurement error that balances the two groups.",20,1,,,,,,,,,,,,,,,,,,
7,"When sampling without replacement, what additional check is needed?","Each sample mean should be no more than 10 percent of its population.","Each sample proportion should be no more than 10 percent of its population.","Each sample size should be at least 10 percent of its population.","Each sample size should be no more than 10 percent of its population.",20,4,,,,,,,,,,,,,,,,,,
8,"Why is the 10 percent condition not used for randomized experiments?","Because experiments always use much larger groups than observational studies.","Because experiments automatically guarantee normal sampling distributions.","Because that condition applies to sampling without replacement, not assignment.","Because experiments use t procedures instead of z procedures for proportions.",20,3,,,,,,,,,,,,,,,,,,
9,"What does the large counts condition check in this setting?","It checks whether the sampling distribution is approximately normal.","It checks whether the two sample sizes are exactly the same.","It checks whether the two populations are exactly independent.","It checks whether the population proportions are known in advance.",20,1,,,,,,,,,,,,,,,,,,
10,"Which set of counts must all be large enough for the interval procedure?","The two sample sizes and the two confidence levels.","Successes and failures in both samples or treatment groups.","The two margins of error and the two critical values.","Population sizes and sample proportions for both groups.",20,2,,,,,,,,,,,,,,,,,,
11,"If one group has fewer than 10 observed successes, what is the best conclusion?","The interval is still valid because only failures must be checked.","The interval is still valid because successes can be less than 10.","The interval is valid only if the two sample sizes are equal.","The interval conditions are not met for the usual two-sample z procedure.",20,4,,,,,,,,,,,,,,,,,,
12,"In the interval formula, what is the point estimate?","The critical value from the standard normal distribution.","The estimated standard error of the difference.","The difference between the two sample proportions.","The difference between the two population proportions.",20,3,,,,,,,,,,,,,,,,,,
13,"Why does the standard error formula use sample proportions instead of population proportions?","Because sample proportions always make the interval symmetric around zero.","Because the population proportions are unknown and must be estimated.","Because sample proportions force the confidence level to stay fixed.","Because the population proportions are only used in randomized experiments.",20,2,,,,,,,,,,,,,,,,,,
14,"What does the critical value z* represent in this interval?","The exact difference between the two sample proportions.","The number of successes needed in each treatment group.","The population value being estimated by the interval.","The z value that bounds the middle confidence level on the standard normal curve.",20,4,,,,,,,,,,,,,,,,,,
15,"If the confidence level increases, what happens to the interval?","The interval usually becomes wider because the margin of error grows.","The interval usually becomes narrower because the point estimate changes.","The interval stays the same because the standard error is fixed.","The interval becomes centered at zero because the tails shrink.",20,1,,,,,,,,,,,,,,,,,,
16,"If sample sizes increase while proportions stay similar, what usually happens?","The standard error gets larger, so the interval gets wider.","The critical value gets smaller, so the interval gets centered.","The standard error gets smaller, so the interval gets narrower.","The point estimate gets larger, so the interval gets shifted.",20,3,,,,,,,,,,,,,,,,,,
17,"Why does the order in p-hat1 minus p-hat2 matter?","It changes the confidence level because z* depends on the order.","It changes the standard error because each sample swaps sizes.","It changes the sample design because one group becomes random.","It changes the sign and interpretation of the estimated difference.",20,4,,,,,,,,,,,,,,,,,,
