"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,,,,,,,,,,,,,,,,,
1,"What does bias mean in a sampling context?","Certain responses are favored too often","Different samples vary from trial to trial","Every subject in the population is measured","Chance errors disappear after one sample",20,1,,,,,,,,,,,,,,,,,,
2,"Which situation best matches undercoverage bias?","Selected people choose not to answer later","Some population groups are missed in sampling","Interested volunteers choose to join the study","Loaded wording pushes respondents toward one answer",20,2,,,,,,,,,,,,,,,,,,
3,"Which situation best matches nonresponse bias?","Selected individuals never provide the requested data","Volunteers join because the topic interests them","Some groups have little chance to be selected","Question wording nudges people toward one side",20,1,,,,,,,,,,,,,,,,,,
4,"Which situation best matches voluntary response bias?","Chosen people skip the survey after selection","Question wording favors one kind of answer","Only people who choose to participate are counted","Part of the population is missed at the start",20,3,,,,,,,,,,,,,,,,,,
5,"Why can a voluntary response sample be biased?","It usually asks people with very similar wording","It makes every subgroup appear in equal shares","It guarantees selection by random chance alone","It may attract people unlike the full population",20,4,,,,,,,,,,,,,,,,,,
6,"Why can undercoverage create a biased estimate?","Missing groups often answer in exactly the same way","Missing groups may differ from those included","Missing groups always make the sample too small","Missing groups cause everyone to answer dishonestly",20,2,,,,,,,,,,,,,,,,,,
7,"When does nonresponse become a serious bias problem?","When many replies arrive before the deadline","When nonresponders differ from responders","When the survey asks only one simple question","When the population is larger than expected",20,2,,,,,,,,,,,,,,,,,,
8,"Which question feature is most likely to cause response bias?","Neutral wording that keeps the question balanced","Random selection that gives people a fair chance","Leading wording that suggests a good answer","Short wording that keeps the survey consistent",20,3,,,,,,,,,,,,,,,,,,
9,"Why are self-reported answers sometimes biased?","People may misreport traits to look better","People are always measured more than once","People may misunderstand every survey item","People are never chosen with random chance",20,1,,,,,,,,,,,,,,,,,,
10,"A school surveys only students in AP classes about homework time. What is the main concern?","The question may guide students toward one answer","The selected students may exaggerate their habits","The chosen students may ignore the survey request","The sample may miss much of the target population",20,4,,,,,,,,,,,,,,,,,,
11,"A random sample is chosen correctly but most selected people ignore the survey. Which issue matters most?","The sample may favor easy to contact people","The sample may suffer from nonresponse bias","The sample may rely only on volunteers now","The sample may use wording that is too short",20,2,,,,,,,,,,,,,,,,,,
12,"An online poll asks ""Do you support our excellent new schedule?"" What is the clearest problem?","The wording may push respondents toward yes","The sample may exclude people without internet","The survey may have a sample that is too small","The responses may arrive too quickly to trust",20,1,,,,,,,,,,,,,,,,,,
13,"Which change would best reduce question wording bias?","Ask only people who care about the issue","Ask people to report their own behavior","Ask a neutral question with clear wording","Ask a smaller sample from one easy location",20,3,,,,,,,,,,,,,,,,,,
14,"Which statement best distinguishes undercoverage from nonresponse?","Undercoverage changes wording and nonresponse changes honesty","Undercoverage misses groups early and nonresponse misses replies later","Undercoverage uses volunteers and nonresponse uses selected people","Undercoverage is random error and nonresponse is systematic bias",20,2,,,,,,,,,,,,,,,,,,
15,"Which statement best distinguishes voluntary response from nonresponse?","Voluntary response uses volunteers and nonresponse uses selected people","Voluntary response comes from wording and nonresponse comes from honesty","Voluntary response starts at sampling and nonresponse starts after sampling","Voluntary response uses chance selection and nonresponse avoids chance",20,1,,,,,,,,,,,,,,,,,,
16,"Why do convenience samples raise concern about bias?","They require people to answer more than once","They make every person equally likely to appear","They use confusing questions with loaded wording","They use people who are easiest to reach",20,4,,,,,,,,,,,,,,,,,,
17,"Which step should come first when explaining bias on an AP free response?","State whether the estimate is too high or low","Choose the official label for the bias first","Identify the population and the sample first","Suggest a better plan for a larger sample",20,3,,,,,,,,,,,,,,,,,,
18,"A student says ""This survey is biased"" and stops there. What is still missing?","How many people answered and how long it ran","When the survey closed and who collected it","How the sample differs and which way results shift","Which platform stored the responses at the end",20,3,,,,,,,,,,,,,,,,,,
19,"If people with strong opinions are more likely to respond then the estimate may be biased because","the sample includes too many neutral people","the sample becomes random in the wrong way","the sample cannot measure any real views","the sample may overrepresent certain views",20,4,,,,,,,,,,,,,,,,,,
20,"Which situation is most likely to overestimate support for a new park?","Surveying visitors already at the park entrance","Surveying residents chosen by chance across town","Surveying adults with a short neutral question","Surveying households from a full city list",20,1,,,,,,,,,,,,,,,,,,
21,"Which situation is most likely to underestimate time spent on social media?","People answer a survey with clear neutral wording","People are chosen from the target group by chance","People come from several parts of the population","People report their own habits to look responsible",20,4,,,,,,,,,,,,,,,,,,
22,"A sample from a phone list misses people without listed numbers. Why is that a problem?","The question may sound too positive to answer","The selected people may answer more than once","The sample may leave out part of the population","The respondents may overstate their own behavior",20,3,,,,,,,,,,,,,,,,,,
23,"A random sample is selected correctly. Why can the final estimate still be biased?","Selected people all answer in exactly the same way","Random choice makes wording unimportant later","The population becomes smaller during the survey","Respondents may differ from nonrespondents",20,4,,,,,,,,,,,,,,,,,,
24,"Which statement is a common misconception about bias?","Biased wording can favor one response type","Nonresponse can matter when groups differ","Volunteers may fail to represent everyone","A large sample automatically removes bias",20,4,,,,,,,,,,,,,,,,,,
25,"Why is it risky to sample only people who are easy to contact?","Easy contact usually makes questions too leading","Easy contact can miss people with different traits","Easy contact forces every person to volunteer","Easy contact always creates a larger sample",20,2,,,,,,,,,,,,,,,,,,
26,"Which study design most clearly uses voluntary response?","Choose people by chance from a full list","Survey every person in the target population","Select names first and follow up for answers","Post an open link and accept anyone who replies",20,4,,,,,,,,,,,,,,,,,,
