"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,,,,,,,,,,,,,,,,,
1,"Why does the z test statistic subtract 0 in the numerator?","Because sample proportions should match exactly in every study.","Because the null claims the population difference is zero.","Because the pooled proportion forces the difference to zero.","Because z tests always compare a sample result to zero.",20,2,,,,,,,,,,,,,,,,,,
2,"What does p-hat_c represent in a two-proportion significance test?","It is the success proportion from group 1 only in the study.","It is the success proportion from group 2 only in the study.","It is the combined failure proportion from both groups.","It is the combined success proportion from both groups.",20,4,,,,,,,,,,,,,,,,,,
3,"Why is p-hat_c used in the standard error for this test?","Because the null treats both populations as having one proportion.","Because the alternative treats both samples as having one proportion.","Because the sample sizes must be the same before testing.","Because the confidence interval formula is being reused here.",20,1,,,,,,,,,,,,,,,,,,
4,"Which expression correctly describes the pooled proportion?","total failures in both groups divided by total observations in both groups.","difference in successes between groups divided by total observations in both groups.","total successes in both groups divided by total observations in both groups.","average of the two sample proportions without weighting by sample size.",20,3,,,,,,,,,,,,,,,,,,
5,"After finding the z statistic which distribution is used for the p-value?","Use the t distribution because two samples were compared.","Use the standard normal because the test statistic is z.","Use the chi-square model because proportions were counted.","Use a uniform model because each tail is equally likely.",20,2,,,,,,,,,,,,,,,,,,
6,"If Ha says p1 - p2 > 0 which probability matches the p-value?","P(z <= observed z) because smaller values support the claim.","2 x P(z >= |observed z|) because both tails must be used.","P(|z| <= observed z) because middle values support the claim.","P(z >= observed z) because larger values support the claim.",20,4,,,,,,,,,,,,,,,,,,
7,"If Ha says p1 - p2 < 0 which probability matches the p-value?","P(z <= observed z) because smaller values support the claim.","P(z >= observed z) because larger values support the claim.","2 x P(z >= |observed z|) because both tails must be used.","P(|z| <= observed z) because middle values support the claim.",20,1,,,,,,,,,,,,,,,,,,
8,"If Ha says p1 - p2 != 0 which p-value rule is correct?","Use only the right tail beyond the observed z value.","Use only the left tail beyond the observed z value.","Use both tails beyond plus or minus the observed z.","Use the middle area between plus and minus observed z.",20,3,,,,,,,,,,,,,,,,,,
9,"A correct p-value interpretation begins with which assumption?","Assume the alternative is true for the population difference.","Assume the sample difference equals the population difference.","Assume the significance level is smaller than the p-value.","Assume the null is true for the population difference.",20,4,,,,,,,,,,,,,,,,,,
10,"For a greater than test which phrase fits a correct p-value interpretation?","of proving the population difference stays positive by chance alone.","of getting a sample difference this large or larger by chance alone.","of forcing the null hypothesis to become false by chance alone.","of showing the treatment must truly work by chance alone.",20,2,,,,,,,,,,,,,,,,,,
11,"Why does a two-sided test say more extreme in either direction?","Because positive or negative differences can both support Ha.","Because both sample sizes must be added before the test.","Because the pooled proportion can fall on either side.","Because the z statistic must be rounded both ways.",20,1,,,,,,,,,,,,,,,,,,
12,"What decision is made when the p-value is less than or equal to alpha?","Keep the null because the data fit it fairly well.","Raise alpha because the result is more unusual than expected.","Reject the null because the result is unlikely under it.","Accept the alternative because it has been proved true.",20,3,,,,,,,,,,,,,,,,,,
13,"What decision is made when the p-value is greater than alpha?","Reject the null because any difference counts as evidence.","Fail to reject the null because the result is not unusual enough.","Accept the null because it has been confirmed by the data.","Lower alpha because the test was too conservative here.",20,2,,,,,,,,,,,,,,,,,,
14,"After rejecting H0 what should the conclusion say?","There is exact numerical proof that the null is false in context.","There is no need to mention the research question in context.","There is certainty that future samples will match this result.","There is convincing statistical evidence for the alternative in context.",20,4,,,,,,,,,,,,,,,,,,
