"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,,,,,,,,,,,,,,,,,
1,A binomial random variable has n = 60 trials and mean μ = 12. What is p?,0.2,5,720,0.12,30,1,,,,,,,,,,,,,,,,,,
2,What is the formula for the mean of a binomial distribution?,μ = np,μ = n + p,μ = n/p,μ = p/n,20,1,,,,,,,,,,,,,,,,,,
3,"If n = 40 and p = 0.21, the mean number of successes is:",8.4,40.21,19.05,0.84,30,1,,,,,,,,,,,,,,,,,,
4,The mean of a binomial distribution μ = np represents:,The expected (average) number of successes in n trials,The probability of success,The most likely single outcome,The standard deviation,20,1,,,,,,,,,,,,,,,,,,
5,"If 21% of phone owners have cracked screens and you sample 40 people, μ = 40(0.21) = 8.4 means:","On average, 8.4 of 40 sampled people will have cracked screens",Exactly 8.4 people will have cracked screens every time,The probability of a cracked screen is 8.4%,8.4 is the standard deviation,20,1,,,,,,,,,,,,,,,,,,
6,What is the formula for the standard deviation of a binomial distribution?,σ = √[np(1-p)],σ = np(1-p),σ = √(np),σ = n√p,20,1,,,,,,,,,,,,,,,,,,
7,"If n = 40, p = 0.21, then σ = √[40(0.21)(0.79)] equals approximately:",2.58,6.64,8.4,0.17,30,1,,,,,,,,,,,,,,,,,,
8,The standard deviation of a binomial distribution measures:,How much the number of successes typically varies from the mean,The average number of successes,The probability of success,The total number of trials,20,1,,,,,,,,,,,,,,,,,,
9,"If μ = 8.4 and σ = 2.58 for cracked screens, this means:",The number of cracked screens typically varies by about 2.58 from 8.4,Exactly 2.58 screens will be cracked,The probability is 2.58%,8.4 ± 2.58 is always the exact count,20,1,,,,,,,,,,,,,,,,,,
10,"A team has supplies for 25 repairs. If μ = 22.5 and σ = 4.37, is running out surprising?",No - one σ above mean (26.87) exceeds 25 supplies,Yes - the mean is below 25,Yes - the standard deviation is small,Cannot determine without more information,20,1,,,,,,,,,,,,,,,,,,
11,"If μ = 22.5, what is one standard deviation above the mean when σ = 4.37?",26.87,18.13,22.5,4.37,30,1,,,,,,,,,,,,,,,,,,
12,"A repair team has supplies for 25 repairs, and P(X > 25) = 0.242. This probability is considered:",High enough that running out of supplies is not surprising,So low that running out is nearly impossible,Exactly 50-50 chance,Undefined,20,1,,,,,,,,,,,,,,,,,,
13,"22% of tropical storms become major hurricanes. Of 18 predicted storms, how many are expected on average?",3.96,4.55,81.8,14.04,30,1,,,,,,,,,,,,,,,,,,
14,Pilots prepare for 4 major hurricanes. If P(X>4) = 0.36 for binomial X:,36% chance of more than 4 - preparing for only 4 may not be enough,They are definitely prepared,Only 36% of hurricanes make landfall,4 hurricanes will definitely occur,20,1,,,,,,,,,,,,,,,,,,
15,The binomial mean formula μ = np makes sense because:,Multiplying trials by probability gives expected successes,n and p are always equal,The mean must equal the mode,It's derived from the geometric formula,20,1,,,,,,,,,,,,,,,,,,
16,A larger p in binomial distribution (same n) means:,More successes expected on average,Fewer successes expected on average,No change in expected successes,The distribution becomes geometric,20,1,,,,,,,,,,,,,,,,,,
17,"For binomial with n=20 and p=0.3, the mean is:",6 successes,20 successes,0.3 successes,60 successes,30,1,,,,,,,,,,,,,,,,,,
18,"For binomial with n=20 and p=0.3, the standard deviation is approximately:",2.05,6,0.3,4.2,30,1,,,,,,,,,,,,,,,,,,
19,The binomial standard deviation √[np(1-p)] is largest when p equals:,0.5,0,1,0.1,20,1,,,,,,,,,,,,,,,,,,
20,"For a small or moderate number of trials n, a binomial distribution with p close to 0 or 1 is:",Skewed (not symmetric),Perfectly symmetric,Uniform,Undefined,20,1,,,,,,,,,,,,,,,,,,
21,Interpreting binomial parameters requires:,Context and appropriate units,Only the numerical values,A histogram,Calculator notation,20,1,,,,,,,,,,,,,,,,,,
22,"'On average, 8.4 people in samples of 40 will have cracked screens' is interpreting:",The binomial mean μ = np,The binomial standard deviation,The probability p,The sample size n,20,1,,,,,,,,,,,,,,,,,,
23,"In the binomial mean formula μ = np, what does n represent?",The fixed number of trials,The number of successes observed,The probability of success,The standard deviation,20,1,,,,,,,,,,,,,,,,,,
24,"In the binomial formulas μ = np and σ = √[np(1-p)], what does p represent?",The probability of success on each trial,The total number of trials,The probability of failure,The expected number of successes,20,1,,,,,,,,,,,,,,,,,,
25,Which symbol represents the mean of a binomial random variable X?,μ_X,σ_X,n,"B(n, p)",20,1,,,,,,,,,,,,,,,,,,
26,A phone-repair shop samples n = 150 people; each buys a repair with probability p = 0.15. What is the mean number who will buy a repair?,22.5 people,135 people,10 people,0.15 people,30,1,,,,,,,,,,,,,,,,,,
27,"For n = 150 and p = 0.15, σ = √[150(0.15)(0.85)] is approximately:",4.37,19.13,22.5,4.74,30,1,,,,,,,,,,,,,,,,,,
28,A repair shop samples 150 people and expects μ = 22.5 to buy a repair. What units should the interpretation of μ use?,People (customers who buy a repair),Percent,Phones per hour,Parameters have no units,20,1,,,,,,,,,,,,,,,,,,
29,"In σ = √[np(1-p)], the quantity (1 - p) represents:",The probability of failure on each trial,The number of failures,The complement of the mean,The variance,20,1,,,,,,,,,,,,,,,,,,
30,A binomial variable has n = 100 and p = 0.5. What is its mean?,50,0.5,100,25,30,1,,,,,,,,,,,,,,,,,,
31,"For n = 100 and p = 0.5, the standard deviation √[100(0.5)(0.5)] equals:",5,25,50,10,30,1,,,,,,,,,,,,,,,,,,
