"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,,,,,,,,,,,,,,,,,
1,"Which statement best interprets a confidence interval for p1 - p2?","We are 95% confident the interval captures the difference in the sample proportions.","We are 95% confident the interval captures the difference in the population proportions.","We are 95% confident 95% of individuals fall between the interval endpoints.","We are 95% confident future samples will produce this same interval exactly.",20,2,,,,,,,,,,,,,,,,,,
2,"Why must an interval interpretation name the order, such as p1 - p2?","Because the confidence level changes when the groups are named in reverse.","Because the procedure works only when group 1 is listed before group 2.","Because the interval is valid only if the first group has more observations.","Because the sign of the difference depends on which group is listed first.",20,4,,,,,,,,,,,,,,,,,,
3,"In repeated random sampling, what does a 96% confidence level mean?","About 96% of the sample differences would equal the true population difference.","About 96% of individuals in the populations would fall inside each interval.","About 96% of intervals from repeated samples would capture the true difference.","About 96% of future studies would have the same sample proportions as this one.",20,3,,,,,,,,,,,,,,,,,,
4,"If a confidence interval for p1 - p2 contains 0, which conclusion is justified?","There is not convincing evidence of a difference in the population proportions.","There is convincing evidence that the two population proportions are different.","There is convincing evidence that the first population proportion is larger.","There is proof that the two population proportions are exactly equal.",20,1,,,,,,,,,,,,,,,,,,
5,"Why is 0 the key value when comparing two population proportions?","Because 0 means the sample sizes in the two groups are the same.","Because 0 means the two population proportions would be equal.","Because 0 means the confidence level was chosen correctly.","Because 0 means the response variable is measured without error.",20,2,,,,,,,,,,,,,,,,,,
6,"If every value in a confidence interval for p1 - p2 is positive, what does that suggest?","The two population proportions are exactly the same.","The sample proportions must be equal in all repeated samples.","The confidence level is too small to compare the two groups.","The first population proportion is larger than the second.",20,4,,,,,,,,,,,,,,,,,,
7,"If every value in a confidence interval for p1 - p2 is negative, what does that suggest?","The first population proportion is smaller than the second.","The confidence level should be changed before a claim is made.","The two population proportions must be exactly equal.","The sample sizes were too small to compare the two groups.",20,1,,,,,,,,,,,,,,,,,,
8,"A student says, 'Because 0 is in the interval, there is no difference.' What is wrong?","The student should claim the first population proportion is larger.","The student should ignore the interval and use only the sample data.","The student treats 0 as proven instead of merely plausible.","The student assumes the confidence level must be 50%.",20,3,,,,,,,,,,,,,,,,,,
9,"Which phrase should appear in a correct confidence interval interpretation?","the exact difference in the observed sample proportions","the true difference in the population proportions","the percentage of individuals that fall in the interval","the probability that this one interval must be correct",20,2,,,,,,,,,,,,,,,,,,
10,"What does a confidence interval for p1 - p2 provide?","A set of plausible values for the difference in population proportions","A single exact value for the difference in the sample proportions","A guarantee that the two groups differ by the interval midpoint","A summary of how many individuals fall in each response category",20,1,,,,,,,,,,,,,,,,,,
11,"Which conclusion is best if an interval for p1 - p2 includes both negative and positive values?","The first population proportion must be larger than the second.","The two population proportions must be exactly equal.","The direction of the population difference is not clear from the interval.","The confidence level was chosen incorrectly for comparing two groups.",20,3,,,,,,,,,,,,,,,,,,
12,"What is the main reason a claim is supported by a confidence interval?","The interval midpoint is larger than one of the sample proportions.","The confidence level is above 90%, so the claim becomes true.","The sample proportions are different, so the claim is automatically true.","Every value in the interval is consistent with the claim.",20,4,,,,,,,,,,,,,,,,,,
13,"What is the main reason a claim is not supported by a confidence interval?","At least one plausible value in the interval conflicts with the claim.","The interval midpoint is too close to one of the sample proportions.","The confidence level is too high to make any claim at all.","The sample proportions are not exactly equal in the observed data.",20,1,,,,,,,,,,,,,,,,,,
14,"Which statement confuses the confidence interval with the confidence level?","The interval estimates a difference in population proportions.","The interval should be interpreted in the context of the populations.","The confidence level describes long-run capture from repeated samples.","The interval means there is a 95% chance the parameter is inside it.",20,4,,,,,,,,,,,,,,,,,,
15,"Why should an interval interpretation mention the populations represented by the samples?","Because the interval proves the sample perfectly matches the population.","Because the interval is valid only when every individual is sampled.","Because the interval estimates a population difference, not just a sample difference.","Because the interval tells which population has the larger sample size.",20,3,,,,,,,,,,,,,,,,,,
16,"A researcher claims p1 < p2. Which confidence interval for p1 - p2 gives convincing evidence for that claim?","An interval entirely above 0.","An interval entirely below 0.","An interval that includes 0.","An interval centered exactly at 0.",20,2,,,,,,,,,,,,,,,,,,
17,"A claim says the two population proportions are different. Which interval supports it?","An interval entirely on one side of 0 for the difference.","An interval with 0 exactly at the center of the difference.","An interval that includes both negative and positive values.","An interval whose width is larger than the two sample proportions.",20,1,,,,,,,,,,,,,,,,,,
18,"If an interval for p1 - p2 is entirely above 0, which claim is best supported?","The second population proportion is greater than the first.","The two population proportions are exactly the same.","The first population proportion is greater than the second.","The sample sizes for the two groups must have been equal.",20,3,,,,,,,,,,,,,,,,,,
19,"Which statement is the best interpretation of 'captures the parameter'?","The interval contains all individual responses from both populations.","The interval contains the exact sample proportions from every future sample.","The interval contains the confidence level used to build the procedure.","The interval contains the true difference in the population proportions.",20,4,,,,,,,,,,,,,,,,,,
20,"Why is 'not convincing evidence' the right wording when 0 is in the interval?","Because 0 is impossible, but it is still reported for completeness.","Because a plausible difference remains that does not support the claim.","Because the interval proves the two proportions are equal forever.","Because the interval makes the claim less interesting to investigate.",20,2,,,,,,,,,,,,,,,,,,
21,"Which statement best connects the sample to the interval?","The sample data are used to build an interval for a population difference.","The sample data are used to prove the sample difference never changes.","The sample data are used to place every individual inside the interval.","The sample data are used to guarantee the claim for all future studies.",20,1,,,,,,,,,,,,,,,,,,
22,"Which is a common misconception about a confidence interval for p1 - p2?","It estimates the difference between two population proportions.","It gives a range of plausible values for the parameter.","It tells how many individuals from both groups fall between the endpoints.","It can be used to assess whether a claim is consistent with the data.",20,3,,,,,,,,,,,,,,,,,,
23,"Why does the sign of the entire interval matter for a directional claim?","Because the sign tells whether the sample sizes in the two groups are balanced.","Because the sign tells whether the confidence level was selected correctly.","Because the sign tells whether each sample proportion is close to 0.50.","Because the sign tells whether the first proportion is above or below the second.",20,4,,,,,,,,,,,,,,,,,,
