"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,,,,,,,,,,,,,,,,,
1,"What does a two-sample t-test for means try to decide?","Whether a sample mean is exactly correct","Whether two population means likely differ","Whether two sample sizes are nearly equal","Whether one graph has a stronger shape",20,2,,,,,,,,,,,,,,,,,,
2,"Why is the null difference usually set to 0 in this test?","It states no mean gap is expected","It makes the two groups act paired","It guarantees the spread is small","It forces each sample to be normal",20,1,,,,,,,,,,,,,,,,,,
3,"Which quantity goes in the numerator of the test statistic?","The sample spread minus the null gap","The p-value minus the alpha level","The standard error minus the null gap","The sample gap minus the null gap",20,4,,,,,,,,,,,,,,,,,,
4,"What does the standard error represent in a two-sample test?","The exact size of the population effect","The long run spread of sample gaps","The chance that the null is correct","The number of groups in the study",20,2,,,,,,,,,,,,,,,,,,
5,"Why do AP Stats students usually use t instead of z here?","The groups always have equal sizes","The response must be categorical","Population standard deviations are unknown","The null value must always be positive",20,3,,,,,,,,,,,,,,,,,,
6,"What is a p-value in this setting?","The chance that H_0 is correct after sampling","The chance that both means match in the population","The chance that alpha was chosen too strictly","The chance of a sample gap this extreme under H_0",20,4,,,,,,,,,,,,,,,,,,
7,"If the p-value is less than alpha then what is the decision?","Reject H_0 and support the alternative","Reject H_0 and prove the effect size","Keep H_0 because the data are random","Keep H_0 and report equal means",20,1,,,,,,,,,,,,,,,,,,
8,"If the p-value is greater than alpha then what is the best conclusion?","The alternative is ruled out by the data","The null is confirmed by the sample data","The data do not give strong evidence of a mean gap","The study must have used the wrong test",20,3,,,,,,,,,,,,,,,,,,
9,"Which condition matters because sampling without replacement can create dependence?","Each sample has nearly equal spread in both groups","Each sample comes from the same paired subjects","Each sample is less than 10 percent of its population","Each sample uses the same significance level",20,3,,,,,,,,,,,,,,,,,,
10,"Why must the two groups be independent in a two-sample t-test?","So the p-value can equal alpha exactly","So both groups have identical means","So the null value becomes positive","So one group does not determine the other",20,4,,,,,,,,,,,,,,,,,,
11,"When should you avoid a two-sample t-test and use a paired t-test instead?","When each sample is large and roughly symmetric","When each sample has similar spread and center","When each response is measured twice on related units","When each sample is random and less than 10 percent",20,3,,,,,,,,,,,,,,,,,,
12,"What does it mean if the test statistic has a large absolute value?","The observed gap is far from the null in SE units","The observed gap is close to the null in SE units","The observed spread is far from the null in SE units","The observed gap is far from alpha in SE units",20,1,,,,,,,,,,,,,,,,,,
13,"Why do you check graphs or summaries before running the test?","To make the null difference become zero","To force the samples to have equal sizes","To guarantee the p-value is significant","To decide whether the conditions look reasonable",20,4,,,,,,,,,,,,,,,,,,
14,"If both samples are small and heavily skewed then what is the main concern?","The means will always be equal","The null value must change signs","The t procedure may not be reliable","The groups become automatically paired",20,3,,,,,,,,,,,,,,,,,,
15,"Why does random sampling matter for a test about population means?","It allows the study to estimate a causal effect","It allows the results to generalize to the population","It allows the standard error to become zero","It allows the null hypothesis to be two sided",20,2,,,,,,,,,,,,,,,,,,
16,"Why does random assignment matter in an experiment comparing means?","It allows the study to support cause and effect","It allows the sample mean to equal the parameter","It allows both groups to share one standard deviation","It allows the null to be written with sample means",20,1,,,,,,,,,,,,,,,,,,
17,"What is a common mistake when interpreting a non-significant result?","Saying the observed gap was fairly small","Saying H_0 has been proven true","Saying the p-value stayed above alpha","Saying the evidence was not very strong",20,2,,,,,,,,,,,,,,,,,,
18,"How should the conclusion of a significance test be written?","As proof that the sample means are fixed","As a statement that alpha equals the p-value","In context about the population means","In symbols without any study language",20,3,,,,,,,,,,,,,,,,,,
19,"For a one-sided test why does the order of subtraction matter?","It changes whether the samples are random","It changes the direction named by H_a","It changes the sample sizes in the study","It changes whether the null value is zero",20,2,,,,,,,,,,,,,,,,,,
20,"If H_a states mu_1 - mu_2 > 0 then what would support H_a?","A negative test statistic with a small magnitude","A p-value near 1 with a positive sign","A zero standard error with equal sample means","A positive test statistic with a large magnitude",20,4,,,,,,,,,,,,,,,,,,
21,"What does statistical significance tell you by itself?","The effect is large enough to matter","The result is unlikely under H_0","The null is false in every context","The design had no possible bias",20,2,,,,,,,,,,,,,,,,,,
22,"Why is practical importance different from statistical significance?","Practical importance asks whether the effect matters","Practical importance asks whether alpha was chosen","Practical importance asks whether H_0 uses zero","Practical importance asks whether the samples pair",20,1,,,,,,,,,,,,,,,,,,
23,"If a two-sided test at alpha = 0.05 matches a 95 percent confidence interval then what result agrees?","Reject H_0 when 0 falls inside the interval","Reject H_0 when the interval is very narrow","Reject H_0 when both sample means are positive","Reject H_0 when 0 stays outside the interval",20,4,,,,,,,,,,,,,,,,,,
24,"What is the main role of technology in carrying out this test?","It chooses the study design for the researcher","It estimates the p-value and test statistic","It proves the conditions hold for all samples","It replaces the need to interpret the result",20,2,,,,,,,,,,,,,,,,,,
25,"Which statement best describes the null hypothesis for two population means?","It says the population means differ greatly","It says the population means differ randomly","It says the population means have no difference","It says the population means use one sample",20,3,,,,,,,,,,,,,,,,,,
26,"Why is comparing the observed gap to its SE useful?","It shows whether the gap is large relative to noise","It shows whether the groups had equal sample sizes","It shows whether the null should use a strict sign","It shows whether the response variable is categorical",20,1,,,,,,,,,,,,,,,,,,
27,"If samples are not random and groups were not assigned then what should you be careful about?","The means cannot be subtracted in any order","The null value must be changed from zero","The test statistic must be rounded to one digit","The study may support broad inference too strongly",20,4,,,,,,,,,,,,,,,,,,
28,"Which variable type is required for a test comparing two population means?","A quantitative response for each group","A categorical response for each group","A ranked response for each group","A binary response for each group",20,1,,,,,,,,,,,,,,,,,,
