"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,,,,,,,,,,,,,,,,,
1,"Why identify variable types before studying a relationship?","to decide whether the sample is random enough","to choose displays and summaries that fit the data","to remove patterns caused by measurement error","to determine which observations must be deleted",20,2,,,,,,,,,,,,,,,,,,
2,"When ages are grouped into labeled intervals why are they treated as categorical?","because the groups still show exact age measurements","because the groups must always be ordered and ranked","because the values act like labels rather than counts","because the values cannot be compared across people",20,3,,,,,,,,,,,,,,,,,,
3,"Which question fits Topic 2.1 best?","Do these two variables seem to be related?","What single value summarizes this distribution?","How large is the sampling error for one mean?","Which formula gives the exact population value?",20,1,,,,,,,,,,,,,,,,,,
4,"For two categorical variables what is the usual first step?","compute a model with a best fitting equation","calculate a table of squared deviations first","find the median of each group before graphing","create a graph to compare the category patterns",20,4,,,,,,,,,,,,,,,,,,
5,"Why is a scatter plot not used for two categorical variables?","it hides the group sizes inside each category","it needs paired numerical positions for each case","it forces all categories to have equal widths","it only works after conditional percents are found",20,2,,,,,,,,,,,,,,,,,,
6,"What does a segmented bar graph mainly help you compare?","how category distributions differ across groups","how exact measurements cluster around one center","how one value changes during repeated sampling","how residuals spread around a fitted trend line",20,1,,,,,,,,,,,,,,,,,,
7,"What is a reasonable role for a mosaic plot in this lesson?","it summarizes one quantitative distribution only","it replaces the need for any table of values","it gives another visual for two categorical variables","it turns paired measurements into plotted points",20,3,,,,,,,,,,,,,,,,,,
8,"Why are conditional relative frequencies useful here?","they remove the need to compare category patterns","they show whether every group has the same size","they convert the table into a scatter plot display","they let you compare distributions across groups",20,4,,,,,,,,,,,,,,,,,,
9,"If conditional percentages vary a lot across groups what does that suggest?","the variables may be related in a meaningful way","the variables must have the same overall center","the variables cannot be shown in a two-way table","the variables should now be treated as quantitative",20,1,,,,,,,,,,,,,,,,,,
10,"What is the safest conclusion from an apparent pattern alone?","the relationship has been proved beyond doubt","the pattern may be random or may be meaningful","the sample must contain at least one bad value","the variables now belong in separate analyses",20,2,,,,,,,,,,,,,,,,,,
11,"Which pair would be treated as two quantitative variables?","favorite color and lunch choice for each student","grade level and club name for each student","region label and school mascot for each campus","height and study time measured for each student",20,4,,,,,,,,,,,,,,,,,,
12,"For two quantitative variables what graph comes first?","a two-way table with category counts","a segmented bar graph of proportions","a scatter plot of the paired measurements","a stem plot of one variable at a time",20,3,,,,,,,,,,,,,,,,,,
13,"In a scatter plot what does one point represent?","one category shown with its overall percentage","one case with two measured values paired","one row of a table after the totals are removed","one sample mean compared with a null value",20,2,,,,,,,,,,,,,,,,,,
14,"If a scatter plot trends upward what is suggested?","larger x values tend to pair with larger y values","larger x values tend to pair with mixed labels","larger x values tend to erase random variation","larger x values tend to force equal group sizes",20,1,,,,,,,,,,,,,,,,,,
15,"Why add numerical summaries after viewing a scatter plot?","to replace the graph with a single final picture","to sort the points into categories and groups","to convert the data into a two-way table first","to support the visual pattern with numeric evidence",20,4,,,,,,,,,,,,,,,,,,
16,"Which set of summaries is named for two quantitative variables?","median; range; and quartiles for each group","counts; percents; and margins from one table","correlation; line of best fit; and determination","mode; frequency; and category width for bars",20,3,,,,,,,,,,,,,,,,,,
17,"Which mistake confuses labels with measurements?","treating coded categories as true numeric data","treating plotted points as one paired case","treating percentages as part of a table","treating a graph as a visual summary",20,1,,,,,,,,,,,,,,,,,,
18,"How does a categorical variable differ from a quantitative variable?","it uses repeated samples instead of single cases","it records labels while quantitative records amounts","it always has fewer possible values than numbers","it always appears in a table rather than a graph",20,2,,,,,,,,,,,,,,,,,,
19,"What is the numerical follow-up for two categorical variables?","a fitted line with a measure of spread","a dot plot with a report on center","a histogram with a report on spread","a two-way table with conditional percents",20,4,,,,,,,,,,,,,,,,,,
20,"What does it mean to compare distributions across groups?","find one formula that predicts every value","test whether each group has equal sample size","look at how the category shares change by group","combine all groups into one overall percentage",20,3,,,,,,,,,,,,,,,,,,
21,"Why not rely only on raw counts in a two-way table?","counts cannot be shown in any graph at all","counts can mislead when group sizes differ","counts always remove evidence of association","counts turn categories into measured values",20,2,,,,,,,,,,,,,,,,,,
22,"Why pair a graph with numerical summaries?","each can check the relationship in a different way","each removes the need to classify variable type","each forces the sample to be perfectly balanced","each guarantees the pattern is not random",20,1,,,,,,,,,,,,,,,,,,
23,"If two segmented bars look very similar what is reasonable?","the variables must be strongly related","the variables must be quantitative","the variables must have equal totals","the graph shows little evidence of association",20,4,,,,,,,,,,,,,,,,,,
24,"If points in a scatter plot form a pattern what must you still remember?","the fitted line is already exact","the variables must be categorical","the pattern may still be random","the graph no longer needs summaries",20,3,,,,,,,,,,,,,,,,,,
25,"Which description best matches a quantitative variable?","its values are measured or counted amounts","its values are labels for named groups","its values are shown only in mosaic plots","its values are compared only with percents",20,1,,,,,,,,,,,,,,,,,,
26,"Which description best matches a categorical variable?","its values form a line with a clear direction","its values are category names or labels","its values are measured on a numeric scale","its values require correlation to summarize",20,2,,,,,,,,,,,,,,,,,,
27,"What should you decide before choosing a scatter plot or bar graph?","whether the sample mean is unusually large","whether the response values follow a line","whether the percentages are already found","whether each variable is categorical or quantitative",20,4,,,,,,,,,,,,,,,,,,
28,"Which display best compares one categorical distribution across groups?","a scatter plot of paired values","a histogram for each measured variable","a segmented bar graph across the groups","a line of best fit with residual spread",20,3,,,,,,,,,,,,,,,,,,
29,"Which display best shows whether larger values tend to go with larger values?","a scatter plot of the paired measurements","a two-way table of the category counts","a segmented bar graph of the proportions","a mosaic plot of the labeled groups",20,1,,,,,,,,,,,,,,,,,,
30,"In this lesson what does a possible relationship mean?","the variables have exactly the same distribution","the data show a pattern that may or may not be random","the sample proves one variable changes the other","the graph can be skipped once percentages are found",20,2,,,,,,,,,,,,,,,,,,
