"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,,,,,,,,,,,,,,,,,
1,"What does the standardized test statistic measure in a significance test for a proportion?","How far the sample proportion falls from the population mean in raw units","How many standard deviations the sample proportion is from the null value","The likelihood that the null hypothesis is actually true given the data","The probability of observing the exact sample proportion in future samples",20,2,,,,,,,,,,,,,,,,,,
2,"Why do we use the null hypothesis value rather than the sample proportion in the denominator of the test statistic?","The formula sheet only lists one version so there is no choice involved","Using the sample value would always produce a test statistic equal to zero","The sample proportion is too unreliable to use in any statistical formula","We assume the null hypothesis is true until the evidence convinces us otherwise",20,4,,,,,,,,,,,,,,,,,,
3,"Which of the following best describes the p-value of a significance test?","The probability that the null hypothesis is true given the observed sample data","The probability that the alternative hypothesis is false for the given population","The probability of the observed result or more extreme by chance alone assuming H0 is true","The probability that the sample was not randomly selected from the population",20,3,,,,,,,,,,,,,,,,,,
4,"A student says a p-value of 0.04 means there is a 4% chance the null hypothesis is true. What is wrong with this claim?","The p-value actually measures the chance the alternative hypothesis is true instead","The p-value should be doubled before interpreting it for any significance test","The p-value measures the probability that the sample was biased during collection","The p-value assumes H0 is true and measures how surprising the data would be",20,4,,,,,,,,,,,,,,,,,,
5,"When the alternative hypothesis uses a greater-than direction, how is the p-value found?","By finding the area to the right of the test statistic on the standard normal curve","By finding the area to the left of the test statistic on the standard normal curve","By finding the area in both tails beyond the test statistic on the normal curve","By finding the area between the test statistic and zero on the standard normal curve",20,1,,,,,,,,,,,,,,,,,,
6,"When the alternative hypothesis uses a less-than direction, how is the p-value found?","By finding the area to the right of the test statistic on the standard normal curve","By finding the area to the left of the test statistic on the standard normal curve","By finding the area in both tails beyond the test statistic on the normal curve","By finding the total area under the curve and subtracting the test statistic value",20,2,,,,,,,,,,,,,,,,,,
7,"When the alternative hypothesis uses a not-equal-to direction, how is the p-value found?","By finding the area in one tail and reporting that single tail area as the p-value","By finding the area between the negative and positive test statistic on the curve","By finding the area to the right of the test statistic regardless of its sign","By finding the area in one tail and then doubling it to account for both directions",20,4,,,,,,,,,,,,,,,,,,
8,"Why does a two-sided test require finding area in both tails of the normal distribution?","Because the standard normal curve is symmetric so both tails must always be used","Because evidence in either direction away from the null supports a not-equal-to alternative","Because two-sided tests always produce larger test statistics than one-sided tests do","Because the null hypothesis in a two-sided test specifies two different parameter values",20,2,,,,,,,,,,,,,,,,,,
9,"A one-sided test produces a p-value of 0.03 for a given data set. If the same data were used in a two-sided test, the p-value would be:","0.015 because a two-sided test splits the tail area into two equal halves","0.03 because the direction of the test does not change the resulting p-value","0.09 because a two-sided test triples the area to account for additional uncertainty","0.06 because a two-sided test doubles the one-tail area to include both directions",20,4,,,,,,,,,,,,,,,,,,
10,"What does the numerator of the test statistic formula (p-hat minus p0) represent?","The standard deviation of the sampling distribution under the null hypothesis","The probability of observing the sample proportion in a random sample from H0","The number of successes in the sample divided by the total sample size observed","The raw distance between the observed sample result and the null hypothesis value",20,4,,,,,,,,,,,,,,,,,,
11,"What does the denominator of the test statistic formula represent?","The difference between the sample proportion and the hypothesized population value","The typical amount that sample proportions vary from p0 when H0 is true","The probability that a randomly selected sample would match the null hypothesis","The margin of error used to construct a confidence interval for the proportion",20,2,,,,,,,,,,,,,,,,,,
