"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,,,,,,,,,,,,,,,,,
1,"Which null hypothesis form matches a test for two population proportions?","H0: p1 - p2 > 0 because group 1 should be larger.","H0: p1 - p2 = 0 because no population difference is claimed.","H0: p-hat1 - p-hat2 = 0 because sample data are observed.","H0: p1 != p2 because the study is looking for any change.",20,2,,,,,,,,,,,,,,,,,,
2,"A study asks whether treatment works better than control. Which alternative fits?","Ha: p1 != p2 because any gap would support the study.","Ha: p1 < p2 because treatment should fail less often.","Ha: p1 = p2 because equal rates are the target claim.","Ha: p1 > p2 because treatment is expected to help more.",20,4,,,,,,,,,,,,,,,,,,
3,"A prompt asks if two population proportions are different with no direction. Best Ha?","Ha: p1 != p2 because the claim is any difference.","Ha: p1 > p2 because group 1 should be larger.","Ha: p1 = p2 because no direction is specified.","Ha: p1 < p2 because group 1 should be smaller.",20,1,,,,,,,,,,,,,,,,,,
4,"Why must the alternative hypothesis use a strict inequality?","It guarantees the pooled proportion will equal each sample proportion.","It forces the null hypothesis to include a directional prediction.","It states a competing claim that excludes exact equality at zero.","It proves the treatment effect size is large before data are seen.",20,3,,,,,,,,,,,,,,,,,,
5,"When should the direction of the alternative hypothesis be selected?","After collecting data so the larger sample rate sets the sign.","Before collecting data so the claim comes from study purpose.","After the z score is found so the result picks the direction.","Before checking conditions so randomization can set the sign.",20,2,,,,,,,,,,,,,,,,,,
6,"Which statement defines parameters correctly for a two proportion test?","p1 is the sample cure rate and p2 is the sample placebo rate.","p1 is cured patients and p2 is uncured patients in one sample.","p1 is all treated people in the trial and p2 is all controls.","p1 is the true treated cure proportion and p2 is the true control cure proportion.",20,4,,,,,,,,,,,,,,,,,,
7,"Which hypothesis statement is invalid for this type of significance test?","Ha: p-hat1 - p-hat2 > 0 for the population claim.","Ha: p1 - p2 > 0 for a directional population claim.","Ha: p1 - p2 != 0 for a two sided population claim.","Ha: p1 - p2 < 0 for an opposite directional claim.",20,1,,,,,,,,,,,,,,,,,,
8,"Why is H0 often written as p1 - p2 = 0 instead of only p1 = p2?","Because equality notation is only allowed for confidence intervals.","Because it prevents the need to define the two population parameters.","Because it is equivalent to p1 = p2 and centers the claim at zero.","Because it allows sample statistics to replace unknown parameters.",20,3,,,,,,,,,,,,,,,,,,
9,"Which inference method matches a claim about two population proportions?","Use a one sample t test for a population mean difference.","Use a two sample z test for a difference in proportions.","Use a chi square test for variance in one population.","Use a paired t test for matched quantitative outcomes.",20,2,,,,,,,,,,,,,,,,,,
10,"Two randomized groups are compared on a categorical outcome. Which test fits?","A one sample z test for one population proportion.","A matched pairs t test for quantitative responses.","A confidence interval for a single population mean.","A two sample z test for a difference in proportions.",20,4,,,,,,,,,,,,,,,,,,
11,"Which design detail supports independence for two random sample data?","Two independent random samples are taken from the populations.","Two convenience samples are taken from nearby volunteers.","One sample is split by response after data are collected.","One random sample is compared to a historical benchmark.",20,1,,,,,,,,,,,,,,,,,,
12,"For two random samples without replacement what extra check is needed?","Check that both sample means are at least 10 units apart.","Check that each group has the same sample size exactly.","Check n1 <= 10%N1 and n2 <= 10%N2 for both populations.","Check pooled successes and failures are exactly equal.",20,3,,,,,,,,,,,,,,,,,,
13,"In a randomized experiment how does the 10 percent condition apply?","It must be met because assignment without replacement always applies.","It is not required because random assignment handles dependence.","It is replaced by checking if both sample rates are at least 0.5.","It is optional only when the null hypothesis is two sided.",20,2,,,,,,,,,,,,,,,,,,
14,"Why is the pooled proportion computed before checking large counts?","It gives the observed effect size used in the alternative claim.","It removes the need to check randomization in the design.","It estimates each group proportion under separate parameters.","It estimates one common success rate when H0 says p1 equals p2.",20,4,,,,,,,,,,,,,,,,,,
15,"Which expression gives the combined pooled proportion of successes?","Use (x1 + x2) / (n1 + n2) as the combined success proportion.","Use (p-hat1 - p-hat2) / (n1 - n2) as the combined success proportion.","Use (x1 / n1) - (x2 / n2) as the combined success proportion.","Use (x1 + x2) / (n1 * n2) as the combined success proportion.",20,1,,,,,,,,,,,,,,,,,,
16,"Which set of values must be at least 10 for the normal shape check?","n1p-hat1 and n2p-hat2 should each be at least 10 only.","n1 and n2 should each be at least 30 with no pooled check.","n1pc n1(1-pc) n2pc and n2(1-pc) should each be at least 10.","x1 x2 n1 and n2 should each be at least 10 with no model check.",20,3,,,,,,,,,,,,,,,,,,
17,"Which mistake is a common error when checking large count conditions?","Using random assignment to justify independent random samples.","Using p-hat1 and p-hat2 instead of pc for expected counts.","Using a two sided Ha when the question says greater than.","Using pc in hypotheses instead of defining p1 and p2 first.",20,2,,,,,,,,,,,,,,,,,,
18,"If one expected failure count is below 10 what is the concern?","The null hypothesis must be changed from equals to not equal.","The pooled proportion can be skipped because counts are small.","The 10 percent condition becomes the only required condition.","The normal model for the z test may be unreliable in that group.",20,4,,,,,,,,,,,,,,,,,,
19,"What does the phrase convincing evidence of a difference usually signal?","It signals a significance test about a claim of population difference.","It signals a confidence interval that estimates likely sample values.","It signals a descriptive summary with no inference procedure.","It signals a test for one mean from quantitative measurements.",20,1,,,,,,,,,,,,,,,,,,
20,"Which statement best contrasts confidence intervals and significance tests?","A confidence interval tests one claim and a test estimates all values.","A confidence interval uses p-hat and a test uses only population p.","A confidence interval estimates plausible values and a test weighs claim evidence.","A confidence interval requires random assignment and a test requires random sampling.",20,3,,,,,,,,,,,,,,,,,,
21,"Why must hypotheses be written about population proportions not sample rates?","Because sample proportions are fixed constants across repeated samples.","Because hypotheses are claims about unknown population parameters.","Because population proportions are observed before data collection.","Because sample proportions avoid bias from random assignment.",20,2,,,,,,,,,,,,,,,,,,
